model,MAE,RMSE,MAPE,sMAPE,topic_id
Prophet,7.78597327972445,9.177799281633913,14653519.283262873,156.14403546024937,6
XGBoost-lag8,5.468551978468895,6.361276752323474,23093704.76226808,100.82755223397353,6
LSTM,4.647057463098782,5.3585378527093575,125149212.0129139,60.86062309976407,6
Naive,2.5,3.5355339059327378,52.26190476190475,65.55555555555554,7
MA(4),2.5,3.5355339059327378,52.26190476190475,65.55555555555554,7
"ARIMA(1,1,1)",2.9198337885208474,3.924429639277002,57.81787374833185,84.6400879328423,7
"SARIMA(1,1,1)(1,0,1,52)",2.935702704208163,3.9405757359455182,58.0281900376863,85.41344513472292,7
Prophet,4.336540800487646,5.140946383794247,102.50268984241207,191.12314990016603,7
XGBoost-lag8,3.058020065538585,3.875792190745307,65.24273784919863,105.92797409054322,7
LSTM,2.3129142925450275,3.2026038886192083,63.31565283984233,57.37205235633795,7
Naive,0.375,1.0606601717798212,12.5,25.0,8
MA(4),0.5625,1.0,21875011.458333332,196.15384615384616,8
"ARIMA(1,1,1)",0.45086362581431577,1.0281504640369212,8891983.637745788,198.3177573739371,8
"SARIMA(1,1,1)(1,0,1,52)",0.4416509643063583,1.0332494304262885,7755764.50199759,198.58689116770492,8
Prophet,0.6572792268596725,1.1802088692992512,25235122.354567982,200.0,8
XGBoost-lag8,0.4486445401562378,1.050100501758764,7965556.01445438,199.2111909345121,8
LSTM,0.4637571484024565,1.0751973550284555,8875727.340245653,100.0,8
Naive,2.5,3.082207001484488,62500126.5625,77.59462759462758,9
MA(4),2.25,2.5860201081971503,34375071.79687501,83.63576274185505,9
"ARIMA(1,1,1)",2.324529334200551,2.9584283572900003,22043401.799650416,90.66114536473638,9
"SARIMA(1,1,1)(1,0,1,52)",2.300983034216297,2.9286934380718854,23080197.645425916,89.14110814008723,9
Prophet,2.421221483033915,3.0974220007789706,19837493.864698406,97.21632038566945,9
XGBoost-lag8,2.270829401910305,2.9625378900414687,23611719.090660904,110.48230476265219,9
LSTM,3.0535747166795426,3.477927170720445,8369168.067779955,108.58404109503124,9
Naive,2.375,2.5248762345905194,187500034.375,146.07142857142858,10
MA(4),1.375,1.5,93750017.1875,144.93506493506493,10
"ARIMA(1,1,1)",0.9674957716391445,1.4885005641574711,20136580.944854673,179.02873547459498,10
"SARIMA(1,1,1)(1,0,1,52)",1.0491178415161537,1.3732584677964543,43820412.25426089,158.83347893915237,10
Prophet,1.061404527902056,1.3171988564426793,51635219.27296964,152.9870052051151,10
XGBoost-lag8,0.9707728088833392,1.639090009471495,8131686.95885049,197.16997212871186,10
LSTM,1.3657614954150903,1.5289436310905267,94277663.74377882,144.06814619689374,10
Naive,2.375,2.9368350311176825,150.44642857142858,56.46520146520147,11
MA(4),2.75,3.2015621187164243,78.85044642857143,72.33980789086957,11
"ARIMA(1,1,1)",3.144793032500939,3.7244787812883575,71.18169145955119,85.91271682803196,11
"SARIMA(1,1,1)(1,0,1,52)",3.097321132892783,3.6658997002503257,69.69564283002785,84.22586304448711,11
Prophet,3.372897337896691,4.073610794027399,64.52442185062193,93.8095532821903,11
XGBoost-lag8,3.2230570390820503,3.9524891108094184,63.85687624237367,90.74508142085679,11
LSTM,3.516429136373291,4.294314677355935,65.46941599647592,101.44676427173852,11
Naive,0.875,1.0606601717798212,25000027.083333336,87.5,12
MA(4),1.0,1.1726039399558574,18750039.0625,106.23376623376623,12
"ARIMA(1,1,1)",1.1464622822305537,1.3444578396210907,12531291.775780292,132.5155576971877,12
"SARIMA(1,1,1)(1,0,1,52)",1.12374716372898,1.3291055043046747,11928217.2657804,130.1070697251221,12
Prophet,1.2796952855947534,1.5885240805933145,3917991.0736334147,164.7300713040262,12
XGBoost-lag8,1.0689332652837038,1.352212313146596,8242709.555096707,128.6299910113343,12
LSTM,1.3101380400344145,1.5111448681973016,12415968.055841789,166.0270490359338,12
Naive,1.125,1.695582495781317,62.5,125.0,13
MA(4),0.9375,1.3228756555322954,28125027.34375,114.18318523581681,13
"ARIMA(1,1,1)",1.0734248275573661,1.5641884311161698,8008929.658430965,166.5309805982698,13
"SARIMA(1,1,1)(1,0,1,52)",1.0802605240852186,1.5592389529555526,8876004.676335236,166.50153374949474,13
Prophet,1.0445664208155814,1.5924081064997297,6777860.182045504,160.3346859565235,13
XGBoost-lag8,1.1191415659850463,1.6476147203616738,4470088.136081386,183.40237299886905,13
LSTM,1.1490302875859415,1.696310021320426,2403091.2585941376,175.0,13
Naive,2.25,2.3979157616563596,150000062.5,135.0,14
MA(4),1.25,1.5,100000025.0,116.66666666666666,14
"ARIMA(1,1,1)",0.8464656261923453,0.9489047048076814,34118150.50401495,147.59201134664562,14
"SARIMA(1,1,1)(1,0,1,52)",0.841541808907065,0.9337323871265062,59190666.62512192,116.92803299284745,14
Prophet,0.8419972608264042,1.1760507278084835,5183695.13207278,193.09131119348615,14
XGBoost-lag8,0.5568052511662245,0.6883830050331069,15336129.412274808,134.0495147079904,14
LSTM,3.211342793850754,3.304418134436745,194664244.28374726,146.93904976890764,14
Naive,6.625,12.723010649999473,31.559699989932543,40.9382860002055,15
MA(4),9.125,14.512925273699992,52.29511948807007,76.06610667792036,15
"ARIMA(1,1,1)",9.94779304093366,15.037608950782221,60.504091686147554,91.08904518849319,15
"SARIMA(1,1,1)(1,0,1,52)",9.932569076426233,14.99910079484339,60.44924617506886,90.96403649664457,15
Prophet,12.586156058914613,16.930491586849026,86.83297243234338,154.4725051265393,15
XGBoost-lag8,9.746868669986725,14.14184692056157,61.61108621374653,95.31167795628102,15
LSTM,7.929340615983433,14.113532827672046,39.73613424152012,57.37675153980704,15
Naive,0.25,0.5,25.0,50.0,16
MA(4),0.5,0.5,37500012.5,166.66666666666666,16
"ARIMA(1,1,1)",0.3615357632520393,0.43495047134149084,16645638.126225201,181.98860991625443,16
"SARIMA(1,1,1)(1,0,1,52)",0.3594465902113179,0.4349958728941271,16351087.517048448,182.21950868713355,16
Prophet,0.46168918421899585,0.6555124505261,14894556.485691,200.0,16
XGBoost-lag8,0.3488812083378434,0.3988204383191565,21121385.02479978,171.46129674143168,16
LSTM,0.5522671584505416,0.9151412513430257,42590314.382739045,100.13567378603948,16
Naive,4.5,5.408326913195984,87.5,175.0,17
MA(4),3.75,4.6097722286464435,12500060.208333332,126.52597402597404,17
"ARIMA(1,1,1)",3.9506331753798367,4.818875896730701,8778417.511581818,141.8402286964907,17
"SARIMA(1,1,1)(1,0,1,52)",3.8202349023398607,4.635803407684005,8034213.627712561,137.1217424654515,17
Prophet,3.7985491152426567,4.64776270442891,9736542.272158835,131.79375539386803,17
XGBoost-lag8,4.39834632538259,5.120508178179635,34523052.80214643,157.0052601641426,17
LSTM,4.294179391202004,5.166682680164807,32625576.306010906,156.32986453554832,17
Naive,1.75,2.0615528128088303,57.91666666666666,62.142857142857146,18
MA(4),2.5,2.9895651857753496,65.46875000000001,106.0465392730839,18
"ARIMA(1,1,1)",2.8333893623047084,3.276995347733753,80.79135628269665,139.47122185005375,18
"SARIMA(1,1,1)(1,0,1,52)",2.9046763355002967,3.3441241274601023,84.09877838849795,148.00309384042052,18
Prophet,2.2758603272478215,2.7782784390845556,57.0521608371245,89.14838272198465,18
XGBoost-lag8,2.698598374146968,3.0435824984837736,85.68614167782167,154.00855476808619,18
LSTM,2.9018870106276813,3.219961622142851,91.98581322583358,172.72693642693775,18
Naive,1.875,2.1505813167606567,100000027.08333334,129.16666666666666,19
MA(4),1.75,2.1213203435596424,75000026.5625,134.93506493506496,19
"ARIMA(1,1,1)",1.6245858716658388,2.4003013684536514,24695883.736800473,164.22230392758448,19
"SARIMA(1,1,1)(1,0,1,52)",1.6364288159757336,2.3444433802904165,33279562.83983347,156.35067871132344,19
Prophet,1.6512985110390717,2.6169323825194466,9707286.435155174,184.29222410709082,19
XGBoost-lag8,1.5356668569147587,1.9895107493674544,55695223.99184182,133.94194544418121,19
LSTM,2.3004118928916153,2.460778860761487,101364937.62576143,160.71867660299887,19
